block	species	chr	chr_beg	chr_end	orientation
1154	CP049177	1	3862071	3863392	-
1154	CP049177	1	4610877	4612197	+
1154	CP049179	1	317133	318469	-
1154	CP049179	1	1399609	1400930	-
1154	CP049179	1	1421141	1422462	-
1154	CP049179	1	2465113	2466434	-
1154	CP049179	1	2657617	2658942	-
1154	CP049179	1	3996860	3998180	+
1154	CP010829	1	394026	395362	+
1154	CP010829	1	1599674	1600995	-
1154	CP010829	1	2885386	2886710	+
1154	CP010829	1	3077113	3078433	+
1154	CP010829	1	4116390	4117710	+
1154	CP010829	1	4137921	4139241	+
1154	CP053751	1	222824	224145	-
1154	CP053751	1	244355	245676	-
1154	CP053751	1	1359261	1360597	+
1154	CP053751	1	2553641	2554962	-
1154	CP053751	1	3843652	3844976	+
1154	CP053751	1	4035213	4036533	+
1154	CP041511	1	196039	197359	+
1154	CP041511	1	342961	344282	-
1154	CP041511	1	383158	384478	+
1154	CP041511	1	457899	459219	+
1154	CP041511	1	1447910	1449246	-
1154	CP041511	1	1478833	1480169	+
1154	CP041511	1	3756800	3758136	+
1154	CP041511	1	4050337	4051661	+
1154	CP041511	1	4092559	4093880	-
1154	CP041511	1	4555091	4556412	-
1154	CP041322	1	212273	213594	-
1154	CP049278	1	725134	726454	+
1154	CP049278	1	3278869	3280190	-
1154	CP049278	1	3672526	3673846	+
1154	CP049278	1	4230972	4232292	+
1154	CP049173	1	60296	61621	-
1154	CP049173	1	1353601	1354921	+
1154	CP049173	1	3637305	3638625	+
1154	CP049173	1	4662722	4664043	-
1154	CP049165	1	2314183	2315519	-
1154	CP049165	1	3396478	3397799	-
1154	CP049165	1	4651539	4652864	-
1154	CP044151	1	1415069	1416405	+
1154	CP044151	1	1709756	1711080	+
1154	CP044151	1	1807852	1809173	-
1154	CP044151	1	1957167	1958487	+
1154	CP044151	1	2824438	2825758	+
1154	CP044151	1	2994548	2995868	+
1154	CP044151	1	3069227	3070547	+
1154	CP044151	1	4096139	4097475	-
1154	CP044151	1	4127062	4128398	+
1154	CP014099	2	991575	992900	-
1154	CP014099	2	1252784	1254104	+
1154	CP014099	2	3585102	3586423	-
1154	CP014099	2	3606633	3607954	-
1154	CP014099	2	4649192	4650513	-
1154	CP014099	2	4841691	4843016	-
1154	CP035008	1	748335	749656	-
1154	CP035008	1	940011	941336	-
1154	CP035008	1	2208520	2209840	+
1154	CP035008	1	4514544	4515865	-
1154	CP046286	1	16219	17544	-
1154	CP046286	1	513694	515014	+
1154	CP046286	1	1160547	1161871	+
1154	CP046286	1	1203026	1204351	-
1154	CP046286	1	1646757	1648078	-
1154	CP046286	1	2471029	2472349	+
1154	CP046286	1	3545795	3547131	+
1154	CP046286	1	3932338	3933674	-
1154	CP046286	1	4748511	4749832	-
1154	CP022672	1	2333962	2335283	-
1154	CP022672	1	3648005	3649329	+
1154	CP022672	1	3837642	3838962	+
1154	CP022672	1	4133118	4134439	-
1154	CP026802	1	40794	42119	-
1154	CP026802	1	337453	338789	-
1154	CP026802	1	2608191	2609527	-
1154	CP026802	1	3773971	3775292	-
1154	CP026802	1	3814168	3815488	+
1154	CP026802	1	3960948	3962269	-
1154	CP026802	1	4513553	4514873	+
1154	CP026802	1	4824085	4825406	-
1154	CP026802	1	4973601	4974937	+
1154	CP021144	1	713841	715162	-
1154	CP021144	1	2003152	2004476	+
1154	CP021144	1	2195649	2196969	+
1154	CP021144	1	3236628	3237948	+
1154	CP021144	1	3258159	3259479	+
1154	CP032523	1	132836	134160	+
1154	CP032523	1	220247	221568	-
1154	CP032523	1	417786	419106	+
1154	CP032523	1	1297205	1298525	+
1154	CP032523	1	1467020	1468340	+
1154	CP032523	1	1541616	1542936	+
1154	CP032523	1	2568456	2569792	-
1154	CP032523	1	2599379	2600715	+
1154	CP032523	1	4870913	4872249	+
1154	CP034067	1	1734519	1735840	-
1154	CP034067	1	1756049	1757370	-
1154	CP034067	1	2797535	2798856	-
1154	HE616528	1	400930	402266	+
1154	HE616528	1	1682846	1684166	+
1154	HE616528	1	2678623	2679959	+
1154	HE616528	1	3015586	3016910	+
1154	HE616528	1	3207595	3208915	+
1154	HE616528	1	3522381	3523702	-
1154	HE616528	1	4069137	4070457	+
1154	HE616528	1	4216176	4217497	-
1154	HE616528	1	4256374	4257694	+
1154	HE616528	1	4331032	4332352	+
1154	CP045524	1	1086838	1088158	+
1154	CP045524	1	2290324	2291660	-
1154	CP045524	1	3372674	3373995	-
1154	CP045524	1	3393967	3395288	-
1154	CP045524	1	4433313	4434634	-
1154	CP045524	1	4625040	4626365	-
1154	CP022457	1	1318397	1319717	+
1154	CP022457	1	1339928	1341248	+
1154	CP022457	1	2421424	2422760	+
1154	CP022457	1	3624779	3626100	-
1154	LR213458	1	260595	261916	-
1154	LR213458	1	282126	283447	-
1154	LR213458	1	1397095	1398431	+
1154	LR213458	1	2558888	2560209	-
1154	LR213458	1	3747316	3748640	+
1154	LR213458	1	3938919	3940239	+
1154	CP023645	1	454017	455337	+
1154	CP023645	1	748492	749813	-
1154	CP023645	1	2229445	2230765	+
1154	CP023645	1	3431751	3433087	-
1154	CP023645	1	4515138	4516459	-
1154	CP023645	1	4536668	4537989	-
1154	CP000038	1	391928	393264	+
1154	CP000038	1	3074901	3076221	+
1154	CP000038	1	3932277	3933597	+
1154	CP000038	1	4114657	4115977	+
1154	CP000038	1	4136188	4137508	+
1154	CP022459	1	1245967	1247287	+
1154	CP022459	1	3505305	3506626	-
1154	CP022455	1	2076589	2077909	+
1154	CP022455	1	2370408	2371729	-
1154	CP022455	1	3082524	3083845	-
1154	CP022455	1	3104055	3105376	-
1154	CP022455	1	4218582	4219918	+
1154	CP026846	1	1811826	1813162	-
1154	CP026846	1	2731931	2733251	+
1154	CP026846	1	3380561	3381882	-
1154	CP026846	1	4344061	4345381	+
1154	CP049163	1	334269	335589	+
1154	CP049163	1	1528666	1530002	-
1154	CP049163	1	2404434	2405754	+
1154	CP049163	1	2425965	2427285	+
1154	CP049163	1	3431864	3433185	-
1154	CP049163	1	3623418	3624743	-
1154	CP027027	1	143938	145258	+
1154	CP027027	1	1161448	1162769	-
1154	CP027027	1	1311169	1312489	+
1154	CP027027	1	2628399	2629720	-
1153	CP060117	1	70852	72117	+
1153	CP060117	1	2270693	2271957	-
1153	CP060117	1	2872764	2874030	+
1153	CP045526	1	2363281	2364547	-
1153	CP000039	1	189509	190770	+
1153	CP049171	1	4253351	4254613	+
1153	CP045932	1	361877	363143	+
1153	CP045932	1	2337591	2338853	+
1153	CP045932	1	2368858	2370121	-
1153	CP049185	1	887673	888935	+
1153	CP049185	1	2490497	2491763	-
1153	CP049175	1	2984235	2985501	+
1153	CP049175	1	4658058	4659319	-
1153	CP019689	1	1338705	1339971	-
1153	CP019689	1	4603330	4604592	+
1153	CP019689	1	4644014	4645277	-
1153	CP049177	1	2282793	2284055	+
1153	CP049177	1	3956945	3958211	-
1153	CP049179	1	2075131	2076397	+
1153	CP049179	1	3748947	3750208	-
1153	CP010829	1	1844291	1845553	+
1153	CP010829	1	3463775	3465041	-
1153	CP053751	1	2800396	2801658	+
1153	CP053751	1	2831663	2832926	-
1153	CP053751	1	4421305	4422571	-
1153	CP041511	1	181489	182754	+
1153	CP041511	1	2381338	2382602	-
1153	CP041511	1	2983400	2984666	+
1153	CP049278	1	1810118	1811383	+
1153	CP049278	1	1852356	1853618	-
1153	CP049278	1	2038460	2039725	+
1153	CP049278	1	2195161	2196424	-
1153	CP049278	1	2257038	2258303	-
1153	CP049278	1	2596280	2597546	+
1153	CP049173	1	1103750	1105011	-
1153	CP049165	1	4073164	4074430	+
1153	CP044151	1	22696	23960	-
1153	CP014099	2	972772	974036	+
1153	CP014099	2	4260466	4261732	+
1153	CP046286	1	1737093	1738359	-
1153	CP022672	1	4225990	4227256	-
1153	CP026802	1	1755754	1757017	+
1153	CP026802	1	3975555	3976820	-
1153	CP021144	1	2584432	2585698	-
1153	CP032523	1	3457720	3458984	-
1153	CP034067	1	2408813	2410079	+
1153	CP034067	1	4001357	4002621	+
1153	HE616528	1	4054586	4055851	+
1153	CP045524	1	859155	860416	-
1153	CP022457	1	666372	667638	-
1153	CP022457	1	3911428	3912690	+
1153	LR213458	1	4325011	4326277	-
1153	CP026845	1	125608	126871	-
1153	CP026845	1	1817054	1818319	+
1153	CP023645	1	361803	363069	+
1153	CP023645	1	1950898	1952162	+
1153	CP023645	1	1982757	1984018	-
1153	CP000038	1	1842143	1843405	+
1153	CP000038	1	3461569	3462835	-
1153	CP022459	1	965756	967020	+
1153	CP022459	1	997025	998286	-
1153	CP022459	1	4180615	4181881	+
1153	CP022455	1	842824	844086	+
1153	CP022455	1	874090	875353	-
1153	CP022455	1	2462677	2463943	-
1153	CP026846	1	2143479	2144744	+
1153	CP026846	1	2249714	2250978	-
1153	CP026846	1	2299594	2300857	-
1153	CP026846	1	2359368	2360633	-
1153	CP026846	1	3340503	3341768	-
1153	HE616529	1	159573	160836	-
1153	CP049163	1	87584	88845	-
1153	CP049163	1	3045829	3047095	+
1153	CP026803	1	1948561	1949826	+
1152	CP060117	1	47672	48734	+
1152	CP045526	1	4811337	4812411	+
1152	CP049167	1	3586696	3587770	-
1152	CP049169	1	4308055	4309129	-
1152	CP049171	1	3522961	3524035	+
1152	CP045932	1	2736602	2737676	-
1152	CP049185	1	96707	97781	+
1152	CP049175	1	525667	526741	-
1152	CP019689	1	3794461	3795535	+
1152	CP049177	1	1534378	1535452	+
1152	CP049179	1	4499788	4500862	-
1152	CP010829	1	1097003	1098077	+
1152	CP053751	1	2046121	2047195	+
1152	CP041511	1	158309	159371	+
1152	CP041322	1	2748518	2749592	+
1152	CP049173	1	1860673	1861747	-
1152	CP049165	1	1613720	1614794	-
1152	CP014099	2	1755163	1756237	-
1152	CP035008	1	2711379	2712453	-
1152	CP046286	1	4244687	4245761	+
1152	CP022672	1	1832047	1833121	+
1152	CP021144	1	212821	213895	+
1152	CP034067	1	4779809	4780883	-
1152	CP045524	1	1589736	1590810	-
1152	CP022457	1	3123312	3124386	+
1152	LR213458	1	2051357	2052431	+
1152	CP023645	1	2732353	2733427	-
1152	CP000038	1	1094918	1095992	+
1152	CP022459	1	1751129	1752203	-
1152	CP022455	1	86585	87659	+
1152	CP037997	1	2418484	2419558	+
1152	CP049163	1	842035	843109	-
1151	CP044152	1	4162399	4164307	+
1151	CP049167	1	4390766	4392671	+
1151	CP045932	1	2898510	2900418	+
1151	CP044151	1	1074976	1076881	+
1151	CP044151	1	1755190	1757095	-
1151	CP032523	1	244634	246542	-
1151	CP032523	1	740017	741925	+
1150	CP044152	1	3384180	3385444	+
1150	CP034067	1	4228749	4230016	-
1150	CP026846	1	2770422	2771689	-
1149	CP044152	1	3381064	3382257	+
1149	CP026793	1	1755416	1756634	+
1149	CP026846	1	1125496	1126712	-
1149	CP026846	1	1135287	1136485	-
1148	CP044152	1	1550201	1553278	+
1148	CP058589	1	360222	363291	-
1148	CP058589	1	372278	375356	-
1148	LR213455	1	3662379	3665458	+
1148	CP054913	1	1621886	1624965	-
1148	CP004057	1	318595	321674	-
1148	CP037996	1	1644123	1647201	-
1148	AE005674	2	319116	322195	-
1148	CP033510	1	3265348	3268427	-
1148	CP012137	1	318162	321241	-
1148	CP045941	1	3752423	3755502	+
1148	LM651928	1	319632	322711	+
1148	CP007037	1	310458	313537	-
1148	AE014073	1	319726	322805	+
1148	CP044158	1	574883	577962	-
1148	CP026788	1	2019397	2022476	+
1147	CP044152	1	1549074	1550117	+
1147	CP058589	1	363375	364407	-
1147	CP058589	1	375440	376472	-
1147	LR213455	1	3661252	3662295	+
1147	CP054913	1	1625049	1626092	-
1147	CP004057	1	321758	322801	-
1147	CP037996	1	1647285	1648327	-
1147	CP045522	1	1012897	1013940	-
1147	AE005674	2	322279	323322	-
1147	CP033510	1	3268511	3269554	-
1147	CP012137	1	321325	322368	-
1147	CP045941	1	3751296	3752339	+
1147	LM651928	1	318505	319548	+
1147	CP007037	1	313621	314664	-
1147	AE014073	1	318599	319642	+
1147	CP044158	1	578046	579089	-
1147	CP026098	1	3822383	3823426	-
1147	CP026788	1	2018270	2019313	+
1146	CP044152	1	1548005	1549072	+
1146	CP058589	1	364409	365474	-
1146	CP058589	1	376474	377540	-
1146	LR213455	1	3660183	3661250	+
1146	CP054913	1	1626094	1627161	-
1146	CP004057	1	322803	323870	-
1146	CP037996	1	1648329	1649395	-
1146	CP045522	1	1013942	1015009	-
1146	AE005674	2	323324	324391	-
1146	CP033510	1	3269556	3270623	-
1146	CP032513	1	307810	308877	+
1146	CP012137	1	322370	323437	-
1146	CP045941	1	3750227	3751294	+
1146	LM651928	1	317436	318503	+
1146	CP007037	1	314666	315733	-
1146	AE014073	1	317530	318597	+
1146	CP044158	1	579091	580157	-
1146	CP026098	1	3823428	3824491	-
1146	CP026788	1	2017201	2018268	+
1145	CP044152	1	1542673	1544066	+
1145	LR213455	1	3654851	3656244	+
1145	CP026793	1	2936806	2938200	-
1145	CP054913	1	1631099	1632493	-
1145	CP020086	1	4059593	4060986	+
1145	CP004057	1	327809	329203	-
1145	CP037996	1	1653328	1654722	-
1145	CP034060	1	3897892	3899285	+
1145	AE005674	2	328329	329723	-
1145	CP033510	1	3274561	3275955	-
1145	CP012735	1	4651251	4652644	+
1145	CP012137	1	327375	328769	-
1145	CP045941	1	3744895	3746288	+
1145	LM651928	1	327379	328773	-
1145	CP007037	1	319645	321039	-
1145	AE014073	1	327473	328867	-
1145	CP044158	1	584095	585489	-
1145	CP026765	1	646930	648324	-
1145	CP026768	1	2100061	2101454	+
1145	CP020753	1	324908	326302	-
1145	CP020342	1	4666072	4667465	+
1145	CP026788	1	2011869	2013262	+
1144	CP044152	1	1041140	1042848	+
1144	CP026810	1	2660233	2661937	+
1144	CP049285	1	1548428	1550135	-
1144	CP049606	1	1408568	1410275	-
1144	CP026842	1	1032528	1034245	-
1144	CP000036	1	766077	767784	-
1144	CP026811	1	2063286	2064993	-
1144	CP026840	1	3547959	3549666	-
1144	CP026828	1	3700404	3702111	-
1144	CP045784	1	396101	397744	+
1144	CP026825	1	2415695	2417337	-
1144	CP034935	1	1196404	1198047	+
1144	CP026834	1	4303956	4305598	-
1144	CP011511	1	788482	790189	-
1144	CP026805	1	4428653	4430295	-
1144	CP026731	1	3559366	3561074	+
1143	CP044152	1	1039421	1040913	+
1143	CP026810	1	2658514	2660006	+
1143	CP049285	1	1550363	1551855	-
1143	CP049606	1	1410503	1411995	-
1143	CP026842	1	1036919	1038411	-
1143	CP026832	1	1526679	1528949	-
1143	CP000036	1	768012	769504	-
1143	CP026811	1	2065221	2066713	-
1143	CP026840	1	3552341	3553834	-
1143	CP026828	1	3704787	3706279	-
1143	CP045784	1	391933	393426	+
1143	CP026825	1	2420011	2421504	-
1143	CP034935	1	1163404	1164897	+
1143	CP026834	1	4335585	4337078	-
1143	CP011511	1	790417	791909	-
1143	CP026805	1	4461799	4463292	-
1143	CP014768	1	1655534	1657019	-
1143	CP026731	1	3557647	3559139	+
1142	CP044152	1	1032341	1035755	+
1142	CP026810	1	2654524	2657934	+
1142	CP049285	1	1554948	1558364	-
1142	CP049606	1	1412575	1415985	-
1142	CP026842	1	1041502	1044917	-
1142	CP026832	1	1532042	1535458	-
1142	CP000036	1	772597	776013	-
1142	CP026811	1	2069806	2073222	-
1142	CP026840	1	3557699	3561115	-
1142	CP026828	1	3709373	3712789	-
1142	CP045784	1	385423	388839	+
1142	CP026766	1	3995979	3999395	-
1142	CP026825	1	2424596	2428011	-
1142	CP034935	1	1156894	1160310	+
1142	CP026834	1	4340172	4343588	-
1142	CP011511	1	795002	798418	-
1142	CP026805	1	4466386	4469802	-
1142	CP014768	1	1660265	1663665	-
1142	CP026731	1	3551141	3554557	+
1141	CP044152	1	1030887	1032339	+
1141	CP026810	1	2653073	2654522	+
1141	CP049285	1	1558365	1559818	-
1141	CP049606	1	1415986	1417437	-
1141	CP026842	1	1044918	1046390	-
1141	CP026832	1	1535459	1536912	-
1141	CP000036	1	776014	777467	-
1141	CP026811	1	2073223	2074676	-
1141	CP026840	1	3561116	3562569	-
1141	CP026828	1	3712790	3714243	-
1141	CP045784	1	383969	385421	+
1141	CP026766	1	3999396	4000849	-
1141	CP026825	1	2428012	2429465	-
1141	CP034935	1	1155440	1156892	+
1141	CP026834	1	4343589	4345042	-
1141	CP011511	1	798419	799872	-
1141	CP026805	1	4469803	4471256	-
1141	CP026731	1	3549687	3551139	+
1140	CP044152	1	1025102	1028535	+
1140	CP026810	1	2645863	2649296	+
1140	CP049606	1	1421214	1424647	-
1140	CP026766	1	4006431	4009864	-
1140	CP014768	1	1666169	1669602	-
1139	CP044152	1	1015971	1022503	+
1139	CP026810	1	2636640	2643173	+
1139	CP026797	1	1554651	1561179	+
1139	CP049285	1	1565884	1572416	-
1139	CP049606	1	1427334	1433866	-
1139	CP026842	1	1051995	1058525	-
1139	CP041513	1	504860	511389	+
1139	CP026795	1	1115759	1122286	-
1139	CP026832	1	1542522	1549054	-
1139	CP000036	1	783533	790065	-
1139	CP026811	1	2080742	2087274	-
1139	CP026840	1	3568179	3574709	-
1139	CP026828	1	3719853	3726385	-
1139	CP045784	1	371825	378359	+
1139	CP026766	1	4012470	4019002	-
1139	CP026825	1	2435074	2441601	-
1139	CP034935	1	1143296	1149830	+
1139	CP026834	1	4350652	4357185	-
1139	CP011511	1	805938	812470	-
1139	CP026762	1	1906139	1912668	+
1139	CP049281	1	2808043	2814572	+
1139	CP026805	1	4476866	4483398	-
1139	CP026814	1	137413	143937	+
1139	CP001063	1	2287257	2293786	+
1139	CP026731	1	3537089	3543621	+
1139	CP026803	1	2298623	2305152	+
1138	CP034931	1	4539322	4540339	+
1138	CP044152	1	2227597	2228615	-
1138	CP060117	1	587435	588452	+
1138	CP026810	1	3858916	3859934	-
1138	CP026797	1	3506007	3507023	+
1138	CP058589	1	4326507	4327524	+
1138	CP045526	1	3353616	3354633	+
1138	LR213452	1	4086576	4087594	-
1138	CP026792	1	4487734	4488752	-
1138	CP049167	1	222150	223168	-
1138	CP049169	1	986214	987232	-
1138	LR213455	1	4343408	4344426	-
1138	CP024466	1	4010977	4011995	-
1138	CP026793	1	2162051	2163068	+
1138	CP049171	1	2054590	2055607	+
1138	CP045932	1	4206866	4207884	-
1138	CP049185	1	3479203	3480220	+
1138	CP054913	1	945469	946486	+
1138	CP049175	1	1994222	1995240	-
1138	CP019689	1	2327589	2328606	+
1138	CP049177	1	65861	66878	+
1138	CP044155	1	2512076	2513093	+
1138	CP049179	1	1085119	1086137	-
1138	CP049285	1	169995	171012	+
1138	CP049606	1	210327	211344	+
1138	CP006736	1	3977585	3978603	-
1138	CP020086	1	153050	154068	-
1138	CP020339	1	3573901	3574918	+
1138	CP026842	1	4388013	4389030	+
1138	CP000266	1	4225231	4226248	+
1138	CP026836	1	3175866	3176884	-
1138	CP004057	1	4266794	4267811	+
1138	CP041513	1	2456247	2457264	+
1138	CP010829	1	4452778	4453795	+
1138	CP053751	1	593150	594167	+
1138	CP041511	1	698072	699089	+
1138	CP037996	1	967781	968798	+
1138	CP041322	1	1295781	1296798	+
1138	CP026782	1	1863874	1864892	-
1138	CP049278	1	489343	490360	+
1138	CP034060	1	4560189	4561207	-
1138	CP049173	1	3287605	3288623	-
1138	CP026832	1	299890	300907	+
1138	CP000036	1	4092172	4093189	+
1138	CP045522	1	4179192	4180210	-
1138	CP049165	1	3082035	3083053	-
1138	CP044151	1	3309397	3310414	+
1138	CP014099	2	3270576	3271594	-
1138	CP035008	1	4178796	4179814	-
1138	CP046286	1	2709399	2710416	+
1138	CP026799	1	3987351	3988369	-
1138	CP042980	1	4235756	4236773	+
1138	CP020336	1	4404819	4405836	+
1138	AE005674	2	4253048	4254065	+
1138	CP026839	1	36589	37637	-
1138	CP024473	1	1638400	1639417	+
1138	CP022672	1	350481	351498	+
1138	CP026811	1	2911863	2912881	-
1138	CP026824	1	1967314	1968332	-
1138	CP037923	1	3567860	3568878	-
1138	CP026784	1	184709	185726	+
1138	CP026802	1	3426901	3427919	-
1138	CP033510	1	2518814	2519831	+
1138	CP012735	1	679256	680274	-
1138	CP041620	1	2598786	2599804	-
1138	CP021144	1	3572998	3574015	+
1138	CP032523	1	1781791	1782808	+
1138	CP026840	1	2317292	2318309	+
1138	CP034067	1	1420013	1421031	-
1138	HE616528	1	4606363	4607380	+
1138	CP032513	1	4211031	4212048	+
1138	CP026831	1	50768	51785	+
1138	CP026827	1	4068417	4069434	+
1138	CP045524	1	3058163	3059181	-
1138	CP012137	1	4305096	4306113	+
1138	CP026877	1	3754922	3755939	+
1138	CP026828	1	1152503	1153520	+
1138	CP045784	1	1624529	1625547	-
1138	CP022457	1	1655460	1656477	+
1138	CP026766	1	2786071	2787088	+
1138	CP026825	1	1142988	1144005	+
1138	CP034935	1	2409310	2410328	-
1138	CP045941	1	4433456	4434474	-
1138	CP026834	1	3103840	3104857	+
1138	LR213458	1	630975	631992	+
1138	CP011511	1	4141755	4142772	+
1138	CP026845	1	2566430	2567448	-
1138	LM651928	1	4170604	4171621	+
1138	CP007037	1	4238969	4239986	+
1138	CP026762	1	3865925	3866942	+
1138	CP023645	1	4200424	4201442	-
1138	CP000038	1	4450891	4451908	+
1138	CP022459	1	3190799	3191817	-
1138	CP026776	1	2631802	2632820	-
1138	CP000034	1	4039657	4040675	-
1138	CP049281	1	169385	170402	+
1138	CP022455	1	3452651	3453668	+
1138	AE014073	1	3518154	3519172	-
1138	CP044158	1	4547648	4548665	+
1138	CP026846	1	558280	559297	+
1138	CP004056	1	4241715	4242732	+
1138	CP026098	1	4563823	4564841	-
1138	CP001383	1	4293707	4294724	+
1138	CP026765	1	4539174	4540191	+
1138	CP037997	1	978935	979952	+
1138	CP026805	1	3218304	3219321	+
1138	CP049163	1	2295082	2296100	-
1138	CP012140	1	4327742	4328759	+
1138	CP026814	1	2095557	2096574	+
1138	CP026878	1	2926675	2927692	+
1138	CP026768	1	2838472	2839490	-
1138	CP020753	1	4229831	4230848	+
1138	CP020342	1	699035	700053	-
1138	CP026788	1	3423008	3424025	+
1138	CP001063	1	4231276	4232293	+
1138	CP026731	1	503150	504166	-
1138	CP026786	1	1975292	1976309	+
1138	CP026803	1	3674704	3675722	-
1138	CP027027	1	837025	838043	-
1138	CP026780	1	3895707	3896725	-
1138	CP026774	1	2215093	2216110	+
1138	CP026777	1	1861828	1862846	-
1137	CP034931	1	4537461	4538994	+
1137	CP044152	1	2228943	2230475	-
1137	CP060117	1	585684	587217	+
1137	CP026810	1	3860262	3861794	-
1137	CP026797	1	3504152	3505679	+
1137	CP058589	1	4324646	4326179	+
1137	CP045526	1	3351865	3353398	+
1137	LR213452	1	4087922	4089454	-
1137	CP026792	1	4489080	4490612	-
1137	CP049167	1	223386	224918	-
1137	CP049169	1	987450	988982	-
1137	LR213455	1	4344754	4346286	-
1137	CP026793	1	2160190	2161723	+
1137	CP049171	1	2052839	2054372	+
1137	CP045932	1	4208102	4209634	-
1137	CP049185	1	3477452	3478985	+
1137	CP054913	1	943608	945141	+
1137	CP049175	1	1995458	1996990	-
1137	CP019689	1	2325838	2327371	+
1137	CP049177	1	64110	65643	+
1137	CP044155	1	2510216	2511748	+
1137	CP049179	1	1086355	1087887	-
1137	CP049285	1	168134	169667	+
1137	CP049606	1	208466	209999	+
1137	CP020086	1	154396	155928	-
1137	CP020339	1	3572040	3573573	+
1137	CP026842	1	4386152	4387685	+
1137	CP000266	1	4223370	4224903	+
1137	CP026836	1	3177213	3178744	-
1137	CP004057	1	4264933	4266466	+
1137	CP041513	1	2454392	2455919	+
1137	CP010829	1	4451027	4452560	+
1137	CP026795	1	3726963	3728490	-
1137	CP053751	1	591399	592932	+
1137	CP041511	1	696321	697854	+
1137	CP037996	1	965920	967453	+
1137	CP041322	1	1294030	1295563	+
1137	CP049278	1	487482	489015	+
1137	CP034060	1	4561535	4563067	-
1137	CP049173	1	3288841	3290373	-
1137	CP026832	1	298029	299562	+
1137	CP000036	1	4090311	4091844	+
1137	CP045522	1	4181314	4182846	-
1137	CP049165	1	3083271	3084803	-
1137	CP044151	1	3307646	3309179	+
1137	CP014099	2	3271812	3273344	-
1137	CP035008	1	4180032	4181564	-
1137	CP046286	1	2707648	2709181	+
1137	CP026799	1	3988697	3990229	-
1137	CP042980	1	4233895	4235428	+
1137	CP020336	1	4402958	4404491	+
1137	AE005674	2	4251187	4252720	+
